"id","Company_name","Company_ch_name","Company_ch_fullname","Company_en_fullname","Company_en_name","stock_number","tax_id_number","ch_address","en_address","established_date","listed_date","current_state","TEJ_sector","listed_sector","phone","website","ceo","top_manager","finance_manager","spokesman","staff_number","capital","TEJ_sector_name","new_TEJ_sector_name","TEJ_subsector_name","TEJ_new_sector_name","TEJ_sector_num","TEJ_industry_name","TEJ_subsecor_code","TEJ_subsector_fullname","main_bussiness1","main_bussiness2","main_bussiness3","main_product_dis","last_listed_date","last_IPO_date","first_OTC_date","unlisted_date","last_unIPO_date","update_time"
"38","1206 台鳳","台鳳","台鳳","Taiwan Pineapple Co., Ltd.","Taiwan Pineapple","123355","ID 03555307","台北市中正區重慶南路一段15號 9樓","9/F, 15, Chung Ching S. Rd. Sec.1, Taipei, Taiwan","1955-09-20","1966-11-29","Current","2","0","02-23811711","http://www.taiwan-pineapple.com.tw","黃葉冬梅","黃朝俊","陳明義(協理)","黃朝俊(總經理)","469","5954810000","M12A 罐頭加工","0","M12A 罐頭加工","0","M12A","罐頭加工","M12A","罐頭加工","食品","育樂","營建","2001/12:汽車零件(49.4%),營建(15.1%),冷凍食品(14.8%)","1966-11-29","0000-00-00","0000-00-00","2000-08-05","2002-08-26",\N
"39","1207 嘉食化","嘉食化","嘉新食品化纖","Chia Hsin Food & Synthetic Fiber Co.,Ltd","Chia Hsin Food","1207","ID 11892605","台北市大安區忠孝東路四段 219號 6樓","6/F, 219, Chung Hsiao E. Rd. Sec.4, Taipei, Taiwan","1967-03-21","1974-06-27","Current","2","0","02-27525321","http://www.chinarebar.com.tw/","郭立力","郭立力","王令一(總經理)","郭立力(總經理)","952","4640942380","M12B 油脂飼料","0","M12B 油脂飼料","0","M12B","油脂飼料","M12B","油脂飼料","化學纖維之製造、銷售。","麵粉、飼料及油脂之製造、加工、銷售。","健康食品、大宗穀物進口、買賣及委託營造廠興建大樓出售、出租。","2005/12:半延伸聚酯絲及MOY絲(23.2%),加工絲(DTY)(16.6%),黃豆粉(13.2%)","1974-06-27","0000-00-00","0000-00-00","2007-04-11","2008-05-16",\N
"40","1208 和信興","和信興","和信興實業","All Sincere Ind. Co., Ltd.","All Sincere Ind.","121280","ID 88123962","高雄市路竹區中山路38號","No.38, Zhongshan Rd., Luzhu Dist., Kaohsiung, Taiwan","1970-02-02","1975-07-07","Current","2","0","07-6962422","0","蔡克寬","蔡俊雄","0","周邦興","23","0","M12Z 其他食品","0","M12Z 其他食品","0","M12Z","其他食品","M12Z","其他食品","食品","0","0","2000/12:倉租(85.3%),樂園出租(14.7%)","1975-07-07","1974-10-01","0000-00-00","1982-10-10","2002-01-23",\N
"41","1209 益華","益華","益華","Eagle Holding Corp.","Eagle Holding","123276","ID 11575002","台北市松山區復興北路57號14樓","14/F, 57, Fu Hsing N. Rd., Taipei, Taiwan","1968-05-23","1968-08-01","Current","2","0","02-27528931","http://www.eagleholding.com/homepage.htm","王鎮魁","王鎮鳳","郭柔伶","盧錫雄","241","4157903000","M12C 飲料乳品","0","M12C 飲料乳品","0","M12C","飲料乳品","M12C","飲料乳品","油脂.飲料.百貨商品","0","0","2000/12:飲料(88.5%),沙拉油(7.2%),黃豆粉(4.3%)","1968-08-01","0000-00-00","0000-00-00","2000-11-15","2002-03-15",\N
"42","1210 大成","大成","大成長城企業","Great Wall Enterprise Co., Ltd.","Great Wall","1210","ID 73008303","台南市永康區蔦松二街 3號","No.3, Niaosong 2nd St., Yongkang Dist., Tainan City, Taiwan","1960-12-28","1978-05-20","Current","2","TSE","06-2531111","http://www.dachan.com","韓家宇","莊坤炎","9208起NA","周叔恆(特助)","2378","8273390860","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","飼料","大宗油脂","肉品","2019/12:飼料(54.4%),肉品(21%),消費食品(19.4%)","1978-05-20","1976-05-20","0000-00-00","0000-00-00","0000-00-00",\N
"43","1212 中日","中日","中日國際企業","Sino Japan International Industries Co.,","Sino Japan Intl.","1212","ID 07046620","台北市中山區復興北路48號 7樓","7/F, 48, Fu Hsing N. Rd., Taipei, Taiwan","1960-11-17","1979-06-06","Current","2","0","02-27522627","http://www.cnfi.org.tw/cnfi/jz/board46-2.htm","林秋芬","李文忠","周世榮(副理)","李文忠(總經理)","131","2731664000","M12B 油脂飼料","0","M12B 油脂飼料","0","M12B","油脂飼料","M12B","油脂飼料","農作物栽培業","牧場經營業","家畜禽飼育業","2005/12:飼料(78.8%),畜牧(15.2%),大宗物資(5.9%)","1979-06-06","1978-12-12","0000-00-00","2005-10-28","2007-02-12",\N
"44","1213 大飲","大飲","大西洋飲料","Oceanic Beverages Co., Inc.","Oceanic Beverages","1213","ID 35012903","新北市三重區重陽路三段99號10樓","10F., No.99, Sec. 3, Chongyang Rd., Sanchong Dist., New Taipei City, Taiwan","1965-07-24","1981-04-10","Current","2","TSE","02-29820061","http://applesidra.com.tw/","王鎮民","王鎮民","葉美秀(課長)","王鎮民(董事長)","115","566226270","M12C 飲料乳品","M1200 食品工業","M12C 飲料乳品","食品工業","M12C","飲料乳品","M12C","飲料乳品","製造蘋果汽水礦泉水及各種汽水飲料等之批發","經銷各國及國內有關飲料之產品副產品加工產品","百貨批發","2019/12:蘋果西打(92.3%),寶特580 系列(4.7%),水產品(2.4%)","1981-04-10","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"45","1215 卜蜂","卜蜂","台灣卜蜂企業","Charoen Pokphand Enterprise (Taiwan) Co.","Charoen Pokphand","1215","ID 36514783","台北市中山區松江路87號17樓","17/F, 87, Sung Chiang Rd., Taipei, Taiwan","1977-08-22","1987-07-27","Current","2","TSE","02-25077071","http://www.cptwn.com.tw","鄭武樾","許瑞通","李顯財(財會長)","劉明哲","2216","2679909980","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","各種飼料生產加工配製銷售進口及買賣","各種禽畜育種、電動屠宰業務及各種禽畜加工品製品銷售","各種肉類加工品與調理食品及蛋品生產銷售等業務","2019/12:農畜牧肉品(42.2%),飼料及加工性熟料(37.3%),消費食品(20.5%)","1987-07-27","1985-03-26","0000-00-00","0000-00-00","0000-00-00",\N
"46","1216 統一","統一","統一企業","Uni-President Enterprises Corp.","Uni-President","1216","ID 73251209","台南市永康區鹽行里中正路 301號","No.301, Zhongzheng Rd., Yanxing Vil., Yongkang Dist., Tainan City, Taiwan","1967-08-25","1987-12-28","Current","2","TSE","06-2532121","https://www.uni-president.com.tw","羅智先","李清田","陳國煇(財務主管)","陳國煇(財務長)","88354","56820154210","M12C 飲料乳品","M1200 食品工業","M12C 飲料乳品","食品工業","M12C","飲料乳品","M12C","飲料乳品","食品事業、便利商店事業、流通事業","包裝容器事業、食糧事業、油品事業","其他(製藥事業、休閒開發事業、物流事業等)","2019/12:乳品(27.1%),飲料(23.7%),速食麵(11%)","1987-12-28","1976-10-28","0000-00-00","0000-00-00","0000-00-00",\N
"47","1217 愛之味","愛之味","愛之味","AGV Products Corp.","AGV Products","1217","ID 65534366","嘉義縣民雄鄉工業二路11號","11, KungYeh Second Rd., MinHsiong Ind. Zone, ChiaYi","1971-06-26","1989-10-28","Current","2","TSE","05-2211521-4","http://www.agv.com.tw","陳冠翰","陳志展","林迺賓(財務主管)","陳冠翰(董事長)","608","4945133360","M12A 罐頭加工","M1200 食品工業","M12A 罐頭加工","食品工業","M12A","罐頭加工","M12A","罐頭加工","食品","0","0","2019/12:飲料(36.5%),傳統(22%),穀奶類(18.2%)","1989-10-28","1986-12-10","0000-00-00","0000-00-00","0000-00-00",\N
"48","1218 泰山","泰山","泰山企業","Taisun Enterprise Co., Ltd.","Taisun Enterprise","1218","ID 59661701","彰化縣田中鎮興工路6 號","No.6, Xinggong Rd., Tianzhong Township, Changhua, Taiwan","1960-10-21","1989-11-11","Current","2","TSE","04-8742211","http://www.taisun.com.tw","詹逸宏","詹景超","10511起NA","劉韋辰(經理)","933","4999990380","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","各種食用油脂之精製及批發零售.各種清涼飲料.冷凍調理食品","各種禽畜魚類飼料之加工製造及買賣","0","2019/12:油脂廠(53.7%),食品廠(36.6%),提供勞務(5.1%)","1989-11-11","1984-08-22","0000-00-00","0000-00-00","0000-00-00",\N
"49","1219 福壽","福壽","福壽實業","Fwusow Industry Co., Ltd.","Fwusow Industry","1219","ID 56192402","台中市沙鹿區沙田路45號","No.45, Shatian Rd., Shalu Dist., Taichung City, Taiwan","1955-02-07","1990-12-01","Current","2","TSE","04-26362111","http://www.fwusow.com.tw","洪堯昆","洪碩嬪","戴禎慧(經理)","王四全(特助)","858","3220138870","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","食用油脂、動物飼料、穀物食品、寵物食品、有機肥料等生產及銷售","進出口國際貿易","大宗穀物進口與銷售","2019/12:配合飼料(33.7%),油脂產品(33.6%),大宗穀物(13.7%)","1990-12-01","1983-09-07","0000-00-00","0000-00-00","0000-00-00",\N
"50","1220 台榮","台榮","台榮產業","Tairoun Products Co., Ltd.","Tairoun Products","1220","ID 03543210","台北市中山區南京東路二段 206號 6樓","6/F, 206, Nanking E. Rd. Sec.2, Taipei, Taiwan","1969-03-13","1991-11-20","Current","2","TSE","02-25069521","http://www.tairoun.com.tw/","陳維恭","陳英凱","陳玉能(副總經理)","陳玉能(副總經理)","230","1770779440","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","飼料製造販賣","果糖製造販賣","玉米澱粉製造販賣","2019/12:飼料(35.4%),果糖(26.9%),澱粉及副產品(19.6%)","1991-11-20","1988-09-10","0000-00-00","0000-00-00","0000-00-00",\N
"51","1221 久津","久津","久津實業","Chou Chin Industrial Co., Ltd.","Chou-Chin","1221","ID 59003799","新北市中和區橋安街35號9 樓","9F., No.35, Qiaoan St., Zhonghe Dist., New Taipei City, Taiwan","1972-12-14","1991-11-23","Current","2","0","04-23128078","http://www.bomy.com.tw","王貴增","彭祖瀚","蔡信昌(總管理處協理)","李朝清(財務長)","233","2000000000","M12C 飲料乳品","0","M12C 飲料乳品","0","M12C","飲料乳品","M12C","飲料乳品","食品業","委託營造廠商興建住宅主要經營業務","電子零件之製造加工,修配,裝修及買賣業務","2008/12:受委製產品(49.4%),自有產品(42.7%),權利金(6.5%)","1991-11-23","1990-10-09","0000-00-00","2003-06-18","2009-11-05",\N
"52","1222 源益","源益","源益農畜企業","Yuan Yi Agricultural & Livestock Co.,Ltd","Yuan Yi Agriculture","123646","ID 91734707","屏東縣萬丹鄉社上村萬丹路 517號","517, Wan Tan Rd., Wan Tan Hsiang, Pingtung Hsien, TW","1973-04-28","1992-03-18","Current","2","0","08-7537910","0","呂重九","曾金蘭","劉錫麟(財務副總經理)","俞知仁(財務經理)","315","469215000","M12A 罐頭加工","0","M12A 罐頭加工","0","M12A","罐頭加工","M12A","罐頭加工","農產品之冷凍加工及內外銷","調理食品之製造加工及內外銷業務","糧商業","2001/12:加工業務(42.4%),冷凍豬肉(30%),豬副產品(13.3%)","1992-03-18","0000-00-00","0000-00-00","2003-01-09","2003-03-28",\N
"53","1224 惠勝","惠勝","惠勝實業","Hui Shung Agr. & Food Co., Ltd.","Hui Shung","1224","ID 49308202","高雄市路竹區環球路 618號","No.618, Huanqiu Rd., Luzhu Dist., Kaohsiung, Taiwan","1961-01-25","1992-10-01","Current","80","0","07-6963311","0","徐立昆","徐傳來","趙英助(經理)","趙英助(副總)","92","949421000","M12B 油脂飼料","0","M12B 油脂飼料","0","M12B","油脂飼料","M12B","油脂飼料","飼料","油品","酒品","2005/12:黃豆粉(47.7%),油脂產品(21.2%),發酵產品(15.5%)","2004-07-07","1990-10-06","2004-07-07","2006-09-04","2006-09-22",\N
"54","1225 福懋油","福懋油","福懋油脂","Formosa Oilseed Processing Co., Ltd.","Formosa Oilseed","1225","ID 22102298","台中市大肚區沙田路一段 453號","No.435, Sec. 1, Shatian Rd., Dadu Dist., Taichung City, Taiwan","1986-04-18","1991-04-24","Current","2","TSE","02-25073121","http://www.fopco.com.tw","許逸群","許逸群","李建儀(副理)","郭中儀(資深經理)","403","2187030510","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","麵粉，飼料，黃豆油，黃豆粉，大麥片，玉米粉之製造與銷售。","家畜，家禽之養殖及肉類之加工銷售。","一般進口貿易業務(許可業務除外)。","2019/12:油脂產品(37.9%),飼料(35.7%),麵粉(25.1%)","1993-09-27","1989-12-21","1991-04-24","0000-00-00","0000-00-00",\N
"55","1227 佳格","佳格","佳格食品","Standard Foods Corporation","Standard Foods","1227","ID 22102473","台北市大安區仁愛路三段136 號5 樓","5/F, 136, Jen Ai Rd., Sec.3, Taipei, Taiwan","1986-06-06","1994-04-09","Current","2","TSE","02-27092323","http://www.sfworldwide.com/","曹德風","曹博睿","許淑鑑(會計經理)","曹德風(執行長)","3662","9150895910","M12Z 其他食品","M1200 食品工業","M12Z 其他食品","食品工業","M12Z","其他食品","M12Z","其他食品","嬰兒麥粉,麥片及相關產品之生產製造","食用油及滋養飲料粉之分裝,加工,銷售業務","一般進出口貿易","2019/12:廚房料理食品類(49.7%),營養食品類(38.3%),其他類(公噸)(11.9%)","1994-04-09","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"56","1228 臺芳","臺芳","臺芳開發","Tai Pharm Con. & Dev. Co., Ltd.","Tai Pharm","1228","ID 91729134","台北市大安區忠孝東路四段285 號 9樓","9/F, 285, ChungHsiao E. Rd., Sec.4, Taipei, Taiwan","1973-04-16","1994-10-11","Current","2","0","02-27712811","http://www.taipharm.com.tw","陳銘德","林信志","王再興(副總經理)","劉賜聰(協理)","389","282168000","M12A 罐頭加工","0","M12A 罐頭加工","0","M12A","罐頭加工","M12A","罐頭加工","冷凍(藏)豬肉之冷凍.冷藏.加工.包裝及內外銷業務.消費性保健商品","代理進口冷凍食品.各類食品及原料之銷售業務.冷凍庫出租業務.","住宅及大樓工業廠房開發租售業.筆記型電腦及其週邊零組件.","2002/12:電子產品(95.7%),保健品(2.8%),租金收入(0.9%)","1994-10-11","1990-04-14","0000-00-00","2004-03-15","2004-06-30",\N
"57","1229 聯華","聯華","聯華實業投資控股","Lien Hwa Industrial Holding Corp.","Lien Hwa Industrial","1229","ID 11996904","台北市大同區承德路一段44號6 樓","6/F, 44, Chen Teh Rd., Sec.1, Taipei, Taiwan","1955-07-20","1976-07-19","Current","2","TSE","02-27861188","https://www.lhicholdings.com/","苗豐強","林信宏","尹楊俊(協理)","林信宏(總經理)","1622","12814982150","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","一般投資業","0","0","2019/12:麵粉(46.1%),系統整合及自動化(29.9%),其他(8.6%)","1976-07-19","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"58","1230 聯成食品","聯成食品","聯成食品","Ace Union Foods Corp.","Ace Foods","121055","ID 22544007","屏東縣崁頂鄉崁頂村中正路 1之 1號","1-1, Chung Cheng Rd., Kan Ting Hsiang, Pingtung ,TW","1987-12-19","1995-10-20","Current","2","0","08-8633131","http://www.toyp.com.tw/toyp0003/caa2723.","顏森輝","顏森輝","謝明璋(副理)","黃維光(總經理)","51","728957000","M12A 罐頭加工","0","M12A 罐頭加工","0","M12A","罐頭加工","M12A","罐頭加工","冷凍冷藏豬肉","冷凍脫水食品","建設","2000/12:冷凍豬肉(73.8%),脫水食品(18.6%),其他(6.2%)","1995-10-20","0000-00-00","0000-00-00","2001-11-01","2002-04-30",\N
"59","1231 聯華食","聯華食","聯華食品工業","Lian Hwa Foods Corp.","Lian Hwa Foods","1231","ID 07569627","台北巿大同區迪化街一段 148號","148, Ting Hua St. Sec.1, Taipei, Taiwan","1970-07-07","1995-11-02","Current","2","TSE","02-25534546","http://www.lianhwa.com.tw","李開源","林家齊","林志遠(協理)","林志遠(財務處協理)","2061","1833251650","M12Z 其他食品","M1200 食品工業","M12Z 其他食品","食品工業","M12Z","其他食品","M12Z","其他食品","食品","0","0","2019/12:鮮食(51.4%),休閒事業(48.7%)","1995-11-02","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"60","1232 大統益","大統益","大統益","TTET Union Corp.","TTET Union","1232","ID 20927014","台南市官田區二鎮里工業西路32號","No.1, Zhenzhong Rd., Erzhen Vil, Guantian Dist., Tainan City, Taiwan","1982-05-24","1996-02-09","Current","2","TSE","06-6984500","http://www.ttet.com.tw/","羅智先","陳昭良","胡育誌","陳昭良(總經理)","395","1599749150","M12B 油脂飼料","M1200 食品工業","M12B 油脂飼料","食品工業","M12B","油脂飼料","M12B","油脂飼料","黃豆油、粉加工，製造及銷售","0","0","2019/12:油脂產品(55.3%),商品及其他(42.2%),加工業務(2.6%)","1996-02-09","1984-09-21","0000-00-00","0000-00-00","0000-00-00",\N
